"","Source Name","Mention Count"
"1","kabar.kg",2126
"2","akipress.com",1690
"3","eng.24.kg",207
"4","akipress.org",157
"5","azattyk.org",137
"6","vb.kg",90
"7","24.kg",84
"8","tazabek.kg",64
"9","knews.kg",63
