News,#Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,109,3.202919029861415,2.1251572299866095 
Western Sources,13,-4.853559439285443,5.502844513860498
Local Sources,1879,2.006026166306334,2.7170425478871643
