News, # Articles, Mean tone, Standard deviation in tone 
Chinese Sources,538, 2.2382172171068015,3.31475456713524
Western Sources, 136, -0.8473682521897203, 3.3862372754141004 
Local Sources, 112,0.0564865664179836, 2.8462723799732155 
