News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,622,2.014309650113345,3.513849074520535
Western Sources,40,-2.6492863465100527,3.0303862423084573
Local Sources,1018,1.060871349351228,3.468064375987059
