News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,27,1.323351091808743,2.0883001524125366
Western Sources,18,-2.765271398756239,2.9811655362778606
Local Sources,64,-0.12844005576334894,2.4677132785186977
