News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,507,2.0409726671565918,3.2294868024145704
Western Sources,76,-2.1469737471718537,2.093794465440672
Local Sources,245,0.7931225606373378,3.010516572852916
