"","Source Name","Mention Count"
"1","irrawaddy.com",1105
"2","dvb.no",568
"3","irrawaddy.org",227
"4","mmtimes.com",210
"5","mizzima.com",206
"6","burmanet.org",183
"7","bnionline.net",163
"8","elevenmyanmar.com",101
"9","themalaymailonline.com",91
"10","thestar.com.my",82
"11","frontiermyanmar.net",62
