News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,47,3.3834038072444024,2.745748854593873
Western Sources,12,-3.133634348710378,2.6432437445807118
Local Sources,17,-1.1106283945195816,5.367974341305467
