News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,229,3.065940288477069,1.8996538147918047
Western Sources,65,-1.379146927824387,2.6890691571808847
Local Sources,124,1.4514157791291513,2.696252534973572
