News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,1,-2.4255788326263428,0.0
Western Sources,4,-0.08490217477083206,0.6969122984494702
Local Sources,50,2.2987215769290925,3.16436781431113
