"","Source Name","Mention Count"
"1","guineematin.com",83
"2","kaloumpresse.com",77
"3","kababachir.com",64
"4","africaguinee.com",63
"5","guinee7.com",42
"6","lexpressguinee.com",34
"7","aminata.com",32
"8","tamtamguinee.com",26
