News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,119,2.934275363924123,2.1121108476183785
Western Sources,9,0.18501538534959158,1.781252356506291
Local Sources,354,1.446209767275611,2.3369695430191695
