News,#Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,466, 3.8878993120668017, 1.890620092611303
Western Sources,38, -1.1572104519919346, 2.2822600036944
Local Sources,126, 1.8546629486575958, 1.5265932398821087


