News,#Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,287, 3.685199713561593, 2.259277106104746
Western Sources,13, -2.595910283235403, 0.7179880205834079
Local Sources,689, -0.07931261515063713, 2.3192119588889604
