News,#Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,58, -2.3215873390436172, 2.195259224860329
Western Sources,65, 0.3933751743573409, 3.8106027727917686
Local Sources,44, 0.8706944852390073, 2.3697488365776986
