News,#Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,69,3.3134068941724473,2.003968343035129
Western Sources,6,-5.103146503989895,4.788280449537581
Local Sources,1233,1.8849587636876668,2.8066280949962197
