"","Source Name","Mention Count"
"1","azertag.az",1566
"2","azernews.az",870
"3","en.trend.az",593
"4","today.az",578
"5","yeniazerbaycan.com",519
"6","news.az",510
"7","abc.az",181
"8","525.az",176
"9","news.day.az",171
"10","interfax.az",168
"11","en.apa.az",123
"12","trend.az",117
"13","haqqin.az",107
"14","1news.az",76
"15","azerbaijannews.net",72
"16","azerbaijan-news.az",68
"17","kaspi.az",60
"18","br.az",59
"19","az.trend.az",39
"20","apa.az",34
"21","en.president.az",34
