News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources, 882, 2.854260487756491, 3.8774567672622244
Western Sources, 220, -0.5824237217279997, 3.2518337507413326
Local Sources,1277, 0.08642338550618223, 3.529617574037118
