News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,5232,1.0819333513574931,4.1431693787396435
Western Sources,2687,-3.5371334912178463,3.764063306830417
Local Sources,9488,-1.2914271798247117,3.9188736651798655
