News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,535,1.0667441956350736,3.8270498000380804
Western Sources,154,-2.683916409487848,3.4404269547344675
Local Sources,716,-2.148139227649936,2.926226788948795
