News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,1091,1.425790996943779,3.611675850199627
Western Sources,653,-2.620933515349172,2.9812857646489235
Local Sources,3056,-1.68493253586531,2.8857914395048714
