News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,390,1.147334638161537,3.860510333724963
Western Sources,78,-2.7513460463438277,3.4423709969493586
Local Sources,372,-2.1364021159067588,2.966995607544772
