News, Articles, Mean tone, Standard deviation in tone  
Chinese Sources, 1070, 1.9454298112158463, 3.947516078624518
Western Sources, 672, -1.802571729779066, 3.087511277714362 
Local Sources, 2096, 0.41210844446300665, 3.2121623885233124 
