News, Articles, Mean tone, Standard deviation in tone  
Chinese Sources, 298, 1.8936550607217237, 3.9496310590436705
Western Sources, 110, -1.894461457024921, 2.873227880586324
Local Sources, 402, -0.7096797373720366, 3.407473878185845 
