News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,114,2.972162817915281,1.6968878420329068
Western Sources,10,-2.0484322369098664,1.5951040511054477
Local Sources,478,0.6224934573764581,3.4604331375271955
