News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,75,2.8607920797665916,1.927171368354583
Western Sources,1,-0.8771929740905762,0.0
Local Sources,64,1.2115056812763214,2.6670447368119956
