News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,144,2.9033307344135313,2.232543332134462
Western Sources,15,-2.4229403495788575,1.4672817067862747
Local Sources,151,1.4970753855065795,2.8382505215366174
