News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,5317,2.942717620110476,3.033641153715738
Western Sources,556,-2.5497933676560147,2.512743080686156
Local Sources,764,1.8757374980023707,3.0055096787532065
