News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,2682,2.8359102063981076,3.0867647840135226
Western Sources,212,-2.7130276954398966,2.7673644204892813
Local Sources,338,1.8597366726962772,2.982706335944654
