News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,6185,-0.26182114960160485,2.8517893392869516
Western Sources,9088,-2.246515393601468,1.8329471266622306
Local Sources,1512,1.4122911830279956,4.044581276487267
