"","Source Name","Mention Count"
"1","allafrica.com",543
"2","angop.ao",514
"3","portalangop.co.ao",295
"4","jornaldeangola.sapo.ao",223
"5","angonoticias.com",56
"6","portaldeangola.com",54
"7","governo.gov.ao",42
