"","Source Name","Mention Count"
"1","thejakartapost.com",2596
"2","antaranews.com",1805
"3","tribunnews.com",1530
"4","republika.co.id",1379
"5","beritasatu.com",1213
"6","metrotvnews.com",763
"7","liputan6.com",626
"8","inilah.com",473
"9","jakartaglobe.id",422
"10","kompas.com",388
"11","bisnis.com",375
"12","okezone.com",366
"13","viva.co.id",293
