News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,1167,2.925677877682442,2.914151015549222
Western Sources,48,-0.386474513138334,3.382373814485519
Local Sources,3288,0.5830454879945683,4.123384429133561
