"","Source Name","Mention Count"
"1","djazairess.com",166
"2","aps.dz",154
"3","lemaghrebdz.com",103
"4","elbilad.net",86
"5","echoroukonline.com",71
"6","elmoudjahid.com",69
"7","elwatan.com",62
"8","liberte-algerie.com",57
"9","maghrebemergent.info",56
"10","ennaharonline.com",40
"11","lexpressiondz.com",32
"12","lequotidien-oran.com",32
"13","tsa-algerie.com",22
