News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,733,1.8474933881551474,4.130834114742027
Western Sources,177,-4.5015685861393555,2.9173596791625327
Local Sources,1755,1.5259325689442478,2.689957801459076
