News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,166,0.9423534887652081,4.061200241425151
Western Sources,33,-3.602017287052039,2.559731249316847
Local Sources,587,1.5528341413077342,2.7125696290373105
