"","Source Name","Mention Count"
"1","nyasatimes.com",334
"2","mwnation.com",210
"3","malawivoice.com",155
"4","manaonline.gov.mw",146
"5","maravipost.com",118
"6","faceofmalawi.com",93
"7","malawi24.com",75
"8","zodiakmalawi.com",26
"9","capitalradiomalawi.com",8
