News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,3496,2.8031175218914686,3.3940892599335726
Western Sources,548,-3.0858300649526997,4.001993030021542
Local Sources,3220,0.37425648914129467,3.820375563354667
