News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,168,1.2566590082077753,3.4269082688912085
Western Sources,7,-4.549503547804696,1.4866544889156184
Local Sources,36,0.7615819921096166,4.434143271319239
