News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,298,1.1472954212019109,3.5613880794870023
Western Sources,14,-3.264782658645085,2.0147034462633613
Local Sources,55,1.0907585057345304,4.612592576334978
