News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,69,3.7609627795392186,2.72700438637453
Western Sources,17,-1.2105413526296616,1.5216380029906205
Local Sources,106,1.1588424888421904,3.7085780176553143
