News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,45,3.086576008134418,2.357914668137976
Western Sources,10,-1.2472169160842896,1.5805395901097161
Local Sources,74,1.204411031023876,2.9030364883182576
