"","Source Name","Mention Count"
"1","bna.bh",460
"2","newsofbahrain.com",322
"3","tradearabia.com",236
"4","akhbar-alkhaleej.com",126
"5","alayam.com",97
"6","albiladpress.com",78
"7","alwatannews.net",70
"8","ttnworldwide.com",69
"9","gdnonline.com",69
"10","gulf-daily-news.com",45
"11","alwasatnews.com",44
"12","startupmgzn.com",27
"13","shafaqna.com",25
