News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,623,1.9782759066473807,3.2351052556282975
Western Sources,76,-4.85363205130163,4.096089962821174
Local Sources,674,-0.7445261656508424,3.451494332762945
