News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,2694,2.17224788054846,3.2191453529213874
Western Sources,305,-4.053101439554183,3.6033180675507115
Local Sources,2959,-0.5231067908322864,3.448862373965874
