News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,3887,1.8854581761864668,3.3506512355247002
Western Sources,2875,-2.432956909755002,3.284097841965873
Local Sources,11943,-0.7012188715524463,3.6652957857587327
