"","Source Name","Mention Count"
"1","fasopresse.net",5405
"2","allafrica.com",128
"3","aouaga.com",105
"4","sidwaya.bf",105
"5","lefaso.net",82
"6","aib.bf",55
"7","fasozine.com",28
"8","lepays.bf",21
"9","burkina24.com",15
