News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,109,-1.2199159470993444,4.152972849734891
Western Sources,15,-1.8449836730957032,0.48464848913331776
Local Sources,59,0.27803669718362517,3.42994462918516
