News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,10263,0.39419553190735446,2.978916259879941
Western Sources,9604,-2.325171290046191,2.362606030110231
Local Sources,97881,-1.1288273227805983,2.633341809131023
