"","Source Name","Mention Count"
"1","koulouba.com",471
"2","bamada.net",427
"3","mali-web.org",362
"4","maliweb.net",319
"5","malijet.com",312
"6","abamako.com",251
"7","maliactu.net",124
"8","essor.ml",106
