News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,8,1.0668512433767319,1.7735373004759742
Western Sources,6,-1.392114241917928,1.9058805026448102
Local Sources,111,2.8776807205097095,3.4995937802754513
