"","Source Name","Mention Count"
"1","allafrica.com",43
"2","mediacongo.net",32
"3","radiookapi.net",29
"4","lephareonline.net",22
"5","kongotimes.info",12
"6","digitalcongo.net",12
"7","laprosperiteonline.net",11
"8","lecongolais.cd",9
"9","adiac-congo.com",7
