"","Source Name","Mention Count"
"1","inform.kz",1243
"2","kazakh-tv.kz",380
"3","forbes.kz",336
"4","astanatimes.com",306
"5","kt.kz",170
"6","kazpravda.kz",168
"7","kursiv.kz",159
"8","bnews.kz",150
