News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,51,3.2519868916156245,3.321547809788779
Western Sources,9,-1.8826527330610487,0.46515053415319907
Local Sources,82,0.5276244028312403,2.562663670916614
