News, # Articles, Mean tone, Standard deviation in tone 
Chinese Sources, 364, 1.8415290969577465, 3.5950732751381813  
Western Sources,25, -5.390918679237366, 4.298703363430159 
Local Sources, 689, 2.278907677215485, 3.4859549044851303  
