"","Source Name","Mention Count"
"1","haveeru.com.mv",178
"2","maldivesindependent.com",131
"3","raajje.mv",104
"4","miadhu.com",98
"5","avas.mv",78
"6","maldiveshighcommission.org",48
"7","sun.mv",43
