"","Source Name","Mention Count"
"1","allafrica.com",168
"2","adiac-congo.com",134
"3","digitalcongo.net",11
"4","mediacongo.net",11
"5","demainlenouveaucongobrazzaville.org",10
"6","laprosperiteonline.net",8
"7","groupelavenir.org",8
"8","kongotimes.info",7
"9","lephareonline.net",5
"10","congopage.com",4
