News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,125,1.3980540668964385,2.7508228378201744
Western Sources,17,-4.132485547486474,4.038488675907169
Local Sources,195,-0.32875675413853084,2.9406895649545275
