News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,93,-0.37903446359660037,4.589964292563373
Western Sources,12,-1.2803062424063683,1.4151479442472878
Local Sources,43,-0.4060637379108473,2.3180060931228614
