News, # Articles, Mean tone, Standard deviation in tone 
Chinese Sources, 22, 4.250205831094221, 2.2877258304590167
Western Sources, 6, -1.0189095983902614, 0.5167771927134482 
Local Sources, 39, 3.4284267929884105, 3.707449335229729 
