News, # Articles, Mean tone, Standard deviation in tone 
Chinese Sources, 51, 4.892811952852735, 2.4120646620056876
Western Sources, 79, -0.6649938985893998, 3.1244548475065983 
Local Sources, 97, 3.701902853459427, 2.983174865621295 
