News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,2012,2.449539029333837,2.9505886407430992
Western Sources,578,-2.7040047992059515,2.701135133496112
Local Sources,10600,0.34234700835081483,3.489525162197594
