News,#Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,31, 1.592271315474664, 3.173787943380699
Western Sources,1, 1.1494252681732178, 0.0
Local Sources,87, 0.9596346508840035, 3.039889086265385
