News,#Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources, 65, 1.255120385151643, 3.3175138717277255
Western Sources, 3, -0.6443364421526591, 2.0221292462848353
Local Sources, 167, 1.1277017185609497, 3.1057101439307693
